AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
16,PVT,M,GEN,169295,ACCOUNTANT,NO,65,1,NO,10,URBAN,N
18,GOVT,F,GEN,125205,LABOUR,NO,83,1,YES,10,RURAL,N
12,GOVT,M,OBC,86242,LABOUR,NO,56,4,YES,3,URBAN,N
17,GOVT,M,GEN,141613,FARMER,YES,57,1,NO,3,RURAL,Y
16,PVT,F,GEN,114176,BUSINESS,NO,83,2,NO,10,URBAN,N
17,PVT,F,GEN,215455,FARMER,YES,89,1,NO,9,URBAN,N
14,GOVT,F,SC,86205,LABOUR,NO,73,3,NO,4,URBAN,Y
9,PVT,M,OBC,113316,OTHERS,NO,59,5,YES,11,RURAL,N
18,PVT,F,GEN,300000,TEACHER,NO,89,2,NO,10,URBAN,N
9,GOVT,M,GEN,77543,LABOUR,NO,77,5,NO,3,URBAN,Y
17,GOVT,M,GEN,161851,LABOUR,NO,83,2,NO,9,RURAL,Y
11,GOVT,M,OBC,110196,TEACHER,NO,65,4,NO,4,RURAL,Y
13,GOVT,M,GEN,122839,OTHERS,NO,66,4,YES,3,RURAL,N
14,GOVT,F,GEN,86347,TEACHER,YES,59,3,NO,4,RURAL,Y
17,PVT,F,GEN,112403,FARMER,NO,89,1,YES,10,URBAN,N
14,PVT,F,GEN,139092,BUSINESS,NO,85,2,NO,9,URBAN,N
16,PVT,F,GEN,300000,BUSINESS,YES,85,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
12,GOVT,M,OBC,122538,LABOUR,NO,73,3,YES,3,RURAL,Y
17,GOVT,M,OBC,59000,FARMER,NO,63,4,YES,3,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
13,GOVT,F,SC,59000,LABOUR,NO,74,2,NO,4,URBAN,N
18,PVT,F,GEN,61698,TEACHER,YES,76,3,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,YES,11,RURAL,N
14,GOVT,M,OBC,139053,LABOUR,NO,74,2,NO,4,RURAL,Y
17,GOVT,M,GEN,152775,BUSINESS,NO,89,1,YES,12,RURAL,Y
18,PVT,M,OBC,132438,OTHERS,NO,62,1,YES,6,RURAL,N
14,GOVT,M,SC,81729,LABOUR,NO,76,5,YES,3,RURAL,Y
17,GOVT,M,OBC,95758,FARMER,NO,61,3,YES,4,URBAN,Y
18,GOVT,M,GEN,82697,LABOUR,NO,55,1,NO,9,URBAN,Y
17,GOVT,M,ST,77283,OTHERS,NO,60,1,YES,9,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,85,1,NO,9,RURAL,N
17,GOVT,M,OBC,91792,BUSINESS,NO,67,3,YES,4,RURAL,N
18,GOVT,F,GEN,98019,TEACHER,NO,69,1,NO,3,URBAN,N
17,PVT,F,GEN,136551,FARMER,NO,78,1,NO,10,RURAL,N
15,GOVT,M,OBC,105173,LABOUR,NO,55,2,YES,3,RURAL,Y
18,PVT,F,GEN,294065,BUSINESS,NO,73,1,NO,10,URBAN,N
16,GOVT,M,SC,101459,OTHERS,NO,72,3,YES,12,RURAL,Y
14,GOVT,M,SC,117794,LABOUR,NO,56,4,YES,4,RURAL,Y
14,GOVT,M,SC,59000,TEACHER,NO,61,5,YES,3,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,87,1,NO,9,URBAN,N
14,GOVT,M,OBC,122859,TEACHER,NO,55,5,YES,3,RURAL,Y
12,GOVT,M,GEN,97081,LABOUR,NO,55,5,YES,3,RURAL,N
17,GOVT,M,SC,141025,OTHERS,NO,74,1,YES,5,URBAN,N
18,GOVT,M,GEN,121036,FARMER,NO,60,1,YES,5,RURAL,Y
18,PVT,F,GEN,216685,BUSINESS,YES,89,1,NO,8,URBAN,N
18,PVT,F,GEN,107704,TEACHER,NO,85,2,NO,3,URBAN,Y
13,GOVT,M,GEN,84481,LABOUR,NO,63,3,NO,5,RURAL,N
17,PVT,M,GEN,300000,ACCOUNTANT,NO,88,1,NO,10,RURAL,N
16,GOVT,M,OBC,96690,LABOUR,NO,77,5,NO,3,RURAL,Y
15,GOVT,M,GEN,123364,LABOUR,NO,67,3,NO,3,RURAL,Y
16,GOVT,M,ST,115773,TEACHER,NO,56,2,NO,12,RURAL,N
18,PVT,F,GEN,276930,BUSINESS,NO,84,2,NO,9,URBAN,N
15,GOVT,M,SC,110339,LABOUR,NO,62,2,YES,4,RURAL,Y
13,GOVT,M,OBC,67538,OTHERS,NO,58,4,YES,3,RURAL,N
12,GOVT,M,OBC,72689,LABOUR,NO,57,5,YES,4,RURAL,Y
12,GOVT,M,OBC,59000,LABOUR,YES,77,3,NO,3,RURAL,Y
18,PVT,F,GEN,179920,BUSINESS,YES,87,1,NO,10,URBAN,N
15,GOVT,F,OBC,87163,OTHERS,NO,62,2,YES,4,RURAL,Y
17,PVT,F,GEN,177179,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
16,PVT,M,GEN,121388,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
15,GOVT,M,OBC,128438,FARMER,NO,66,5,YES,4,RURAL,Y
18,PVT,F,GEN,154162,LABOUR,YES,89,2,NO,9,URBAN,N
17,GOVT,M,OBC,117131,LABOUR,NO,61,1,YES,9,RURAL,Y
15,PVT,F,GEN,164173,BUSINESS,YES,88,1,NO,8,URBAN,N
18,GOVT,F,OBC,112795,FARMER,NO,75,2,YES,11,RURAL,Y
12,GOVT,M,SC,61933,LABOUR,YES,75,5,NO,3,RURAL,Y
16,PVT,F,GEN,300000,LABOUR,YES,89,2,NO,7,URBAN,N
14,GOVT,M,OBC,192844,OTHERS,NO,82,2,NO,10,RURAL,N
17,GOVT,M,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
13,GOVT,M,OBC,65636,FARMER,NO,75,4,YES,4,RURAL,Y
14,GOVT,M,GEN,83207,TEACHER,NO,75,4,YES,4,RURAL,Y
18,PVT,F,GEN,290547,BUSINESS,YES,74,1,NO,8,URBAN,N
18,PVT,F,GEN,244006,ACCOUNTANT,NO,82,2,NO,8,URBAN,N
11,GOVT,M,GEN,83616,LABOUR,NO,73,4,YES,3,URBAN,Y
16,GOVT,F,SC,115941,OTHERS,NO,66,4,YES,5,RURAL,Y
10,GOVT,M,ST,76858,LABOUR,NO,57,4,NO,3,URBAN,Y
14,GOVT,M,OBC,82119,OTHERS,NO,55,3,NO,4,RURAL,Y
18,PVT,M,GEN,300000,BUSINESS,NO,89,1,NO,10,URBAN,N
12,GOVT,M,SC,121411,TEACHER,NO,67,5,YES,4,RURAL,Y
12,GOVT,F,SC,67850,LABOUR,NO,73,4,NO,3,URBAN,N
9,PVT,F,GEN,200598,OTHERS,YES,62,3,NO,9,URBAN,N
12,GOVT,M,ST,123778,TEACHER,YES,61,5,NO,3,RURAL,Y
16,PVT,F,GEN,149244,BUSINESS,YES,89,1,NO,9,URBAN,N
18,GOVT,F,GEN,163450,TEACHER,NO,83,1,YES,10,RURAL,Y
17,PVT,F,GEN,100241,ACCOUNTANT,NO,89,1,NO,11,URBAN,N
16,GOVT,M,OBC,111110,OTHERS,NO,61,1,YES,10,RURAL,Y
10,GOVT,F,SC,94868,ACCOUNTANT,NO,59,4,YES,4,RURAL,Y
18,PVT,F,GEN,126315,LABOUR,YES,74,2,NO,8,URBAN,Y
14,GOVT,M,SC,59000,FARMER,NO,61,5,YES,3,RURAL,Y
18,PVT,M,SC,128791,ACCOUNTANT,NO,84,1,NO,11,RURAL,N
18,GOVT,M,SC,118426,LABOUR,NO,61,2,NO,11,RURAL,Y
10,GOVT,M,GEN,300000,ACCOUNTANT,NO,88,2,NO,9,RURAL,N
18,GOVT,M,GEN,203019,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
15,PVT,M,GEN,85528,LABOUR,NO,77,5,NO,4,RURAL,Y
11,GOVT,F,OBC,123615,ACCOUNTANT,NO,74,1,NO,8,URBAN,Y
14,GOVT,F,SC,83629,LABOUR,YES,75,4,NO,3,URBAN,N
10,PVT,F,GEN,112202,TEACHER,NO,89,2,NO,8,RURAL,Y
14,GOVT,F,ST,113591,OTHERS,NO,57,2,YES,4,URBAN,Y
11,GOVT,M,GEN,59000,LABOUR,YES,56,4,NO,3,RURAL,Y
17,PVT,F,GEN,274512,BUSINESS,NO,89,3,NO,10,RURAL,N
11,GOVT,M,OBC,101600,LABOUR,NO,64,3,YES,4,RURAL,Y
13,GOVT,M,OBC,83235,FARMER,NO,65,4,YES,4,RURAL,Y
12,GOVT,M,OBC,59000,LABOUR,NO,76,5,YES,3,RURAL,Y
13,GOVT,M,OBC,66999,LABOUR,NO,65,3,YES,5,RURAL,Y
17,GOVT,M,GEN,118966,LABOUR,YES,61,1,NO,10,URBAN,Y
12,GOVT,M,OBC,59000,LABOUR,NO,56,5,YES,3,RURAL,Y
13,GOVT,M,SC,80975,LABOUR,NO,62,4,YES,3,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,NO,87,2,NO,10,RURAL,N
14,GOVT,F,ST,133084,OTHERS,NO,59,1,YES,5,RURAL,Y
9,GOVT,M,ST,125444,TEACHER,NO,55,5,YES,4,RURAL,N
14,GOVT,M,OBC,113605,LABOUR,NO,76,4,NO,3,RURAL,Y
17,PVT,F,OBC,300000,BUSINESS,NO,86,1,NO,11,RURAL,N
12,GOVT,F,OBC,75259,LABOUR,NO,60,3,NO,5,URBAN,N
17,PVT,M,GEN,198203,BUSINESS,YES,89,3,NO,8,URBAN,N
9,PVT,F,GEN,89289,LABOUR,NO,73,3,NO,4,URBAN,Y
18,GOVT,F,GEN,213608,ACCOUNTANT,YES,82,2,NO,11,RURAL,N
17,PVT,F,GEN,187948,OTHERS,NO,87,1,NO,10,RURAL,N
18,GOVT,M,GEN,172098,ACCOUNTANT,NO,89,1,NO,12,RURAL,Y
18,GOVT,M,OBC,113218,FARMER,NO,74,4,YES,4,RURAL,Y
17,GOVT,M,GEN,300000,ACCOUNTANT,YES,89,1,NO,12,URBAN,N
18,PVT,M,GEN,207294,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
18,PVT,F,GEN,234567,BUSINESS,YES,89,3,NO,8,URBAN,N
13,GOVT,M,SC,70353,LABOUR,NO,56,5,YES,4,RURAL,Y
12,GOVT,M,OBC,130939,OTHERS,NO,58,5,YES,4,RURAL,Y
17,PVT,F,GEN,300000,TEACHER,NO,89,2,NO,10,URBAN,N
13,GOVT,M,ST,105683,LABOUR,NO,55,5,YES,5,RURAL,Y
15,GOVT,M,OBC,190551,TEACHER,YES,56,2,NO,4,RURAL,Y
17,PVT,F,GEN,198854,BUSINESS,NO,88,2,NO,10,RURAL,N
13,GOVT,M,SC,59000,LABOUR,YES,65,4,NO,3,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,NO,67,4,YES,4,RURAL,Y
10,GOVT,M,SC,91367,LABOUR,NO,56,3,YES,3,RURAL,Y
17,PVT,F,GEN,273980,ACCOUNTANT,YES,82,2,NO,9,RURAL,N
18,GOVT,M,GEN,247534,ACCOUNTANT,NO,85,1,NO,11,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
14,GOVT,M,SC,117073,ACCOUNTANT,NO,73,5,NO,4,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,55,3,YES,3,RURAL,Y
16,GOVT,M,GEN,115845,LABOUR,NO,66,2,NO,4,RURAL,Y
18,GOVT,F,SC,300000,OTHERS,NO,74,2,YES,9,URBAN,N
16,PVT,F,GEN,151996,LABOUR,YES,89,3,NO,8,URBAN,N
17,PVT,F,GEN,300000,TEACHER,YES,89,2,NO,7,URBAN,N
11,GOVT,M,ST,77967,LABOUR,NO,58,5,YES,3,RURAL,Y
13,GOVT,M,OBC,59000,FARMER,NO,75,5,YES,3,RURAL,Y
18,PVT,F,GEN,182790,ACCOUNTANT,YES,87,2,NO,11,URBAN,N
18,GOVT,F,GEN,132039,ACCOUNTANT,NO,81,4,NO,8,URBAN,N
17,GOVT,M,GEN,126812,BUSINESS,NO,72,2,NO,4,URBAN,N
18,PVT,F,GEN,199549,ACCOUNTANT,YES,86,3,NO,8,URBAN,N
18,PVT,M,GEN,119519,OTHERS,NO,89,2,NO,9,URBAN,N
14,GOVT,M,OBC,145869,LABOUR,NO,62,2,YES,4,RURAL,Y
13,GOVT,M,GEN,74826,LABOUR,NO,58,3,YES,3,URBAN,Y
17,PVT,M,OBC,59000,FARMER,YES,62,5,YES,3,RURAL,Y
18,PVT,F,OBC,129242,FARMER,YES,75,1,NO,10,RURAL,N
17,GOVT,F,OBC,142822,ACCOUNTANT,NO,77,1,YES,3,RURAL,Y
13,GOVT,F,SC,70294,TEACHER,YES,85,5,NO,3,URBAN,N
16,PVT,F,GEN,300000,OTHERS,NO,82,1,NO,11,RURAL,N
13,GOVT,M,SC,84997,LABOUR,NO,58,4,YES,3,URBAN,Y
12,PVT,M,GEN,76370,LABOUR,NO,63,4,NO,3,RURAL,Y
12,GOVT,M,GEN,120557,LABOUR,YES,74,5,NO,3,URBAN,Y
12,GOVT,M,ST,98318,LABOUR,YES,65,4,YES,3,URBAN,Y
12,GOVT,M,ST,101490,ACCOUNTANT,NO,59,3,YES,4,RURAL,Y
18,GOVT,M,GEN,104097,OTHERS,YES,68,2,NO,3,RURAL,N
12,GOVT,M,OBC,59000,OTHERS,NO,61,4,YES,5,RURAL,Y
18,PVT,F,GEN,256520,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
9,GOVT,M,OBC,90887,TEACHER,NO,60,3,YES,3,RURAL,Y
17,PVT,F,GEN,286888,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
18,PVT,F,GEN,181116,TEACHER,NO,84,1,NO,10,URBAN,N
14,GOVT,M,OBC,103267,FARMER,NO,55,4,YES,4,RURAL,Y
11,GOVT,M,SC,83794,OTHERS,NO,73,5,YES,4,RURAL,Y
15,GOVT,F,SC,72380,LABOUR,YES,66,1,NO,4,URBAN,N
18,PVT,F,GEN,300000,TEACHER,NO,85,1,NO,11,URBAN,N
17,PVT,F,GEN,299506,BUSINESS,YES,84,2,NO,9,URBAN,N
17,PVT,F,GEN,116287,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
14,GOVT,M,GEN,136023,ACCOUNTANT,NO,66,2,NO,10,RURAL,Y
16,GOVT,M,GEN,198415,LABOUR,NO,84,2,YES,8,URBAN,Y
18,PVT,F,GEN,208449,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,84,1,NO,11,URBAN,N
16,PVT,F,GEN,140115,ACCOUNTANT,NO,71,2,YES,11,RURAL,N
17,PVT,F,GEN,190167,ACCOUNTANT,NO,85,1,NO,9,URBAN,N
17,PVT,M,GEN,250811,BUSINESS,NO,89,1,NO,9,URBAN,N
13,GOVT,M,OBC,82110,FARMER,NO,75,5,YES,3,RURAL,Y
17,PVT,F,GEN,174659,ACCOUNTANT,YES,83,2,NO,9,RURAL,N
16,GOVT,F,GEN,220990,BUSINESS,YES,85,2,NO,9,URBAN,N
14,GOVT,F,GEN,120644,ACCOUNTANT,YES,84,2,NO,9,URBAN,N
18,PVT,F,SC,293097,BUSINESS,NO,68,5,NO,4,URBAN,N
18,GOVT,M,GEN,94938,OTHERS,NO,89,1,YES,11,RURAL,Y
13,GOVT,M,OBC,81357,LABOUR,NO,63,4,YES,4,RURAL,Y
18,PVT,F,GEN,119750,TEACHER,NO,86,1,NO,11,URBAN,N
18,GOVT,F,GEN,273262,OTHERS,NO,83,1,NO,8,URBAN,N
11,GOVT,M,ST,83974,LABOUR,YES,73,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,10,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,88,2,NO,10,URBAN,N
9,GOVT,M,SC,59000,LABOUR,NO,63,4,YES,3,RURAL,Y
14,GOVT,M,GEN,121821,LABOUR,NO,73,4,NO,3,URBAN,Y
14,PVT,F,GEN,300000,ACCOUNTANT,NO,87,2,NO,9,RURAL,N
17,PVT,F,GEN,300000,FARMER,NO,88,2,NO,10,URBAN,N
10,GOVT,M,GEN,101302,LABOUR,YES,75,5,NO,3,URBAN,Y
12,GOVT,M,GEN,59000,LABOUR,NO,66,5,NO,3,RURAL,Y
18,PVT,F,GEN,229168,BUSINESS,NO,87,2,YES,9,URBAN,N
18,PVT,F,OBC,248593,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
14,GOVT,F,SC,83570,LABOUR,NO,62,4,YES,3,URBAN,Y
14,PVT,F,GEN,91731,OTHERS,NO,74,2,NO,8,URBAN,N
12,GOVT,M,OBC,59000,TEACHER,NO,55,5,YES,3,URBAN,Y
11,GOVT,M,ST,63553,LABOUR,YES,62,4,YES,3,URBAN,Y
13,GOVT,M,GEN,215368,ACCOUNTANT,NO,89,1,NO,7,RURAL,N
16,PVT,M,OBC,102837,LABOUR,NO,89,1,NO,9,URBAN,Y
12,GOVT,M,GEN,142627,FARMER,NO,68,3,NO,3,RURAL,N
16,PVT,F,GEN,211956,LABOUR,NO,89,1,NO,7,URBAN,N
12,GOVT,M,OBC,77467,LABOUR,NO,55,4,YES,3,RURAL,Y
16,GOVT,F,GEN,103743,ACCOUNTANT,NO,72,1,NO,10,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,10,URBAN,N
11,GOVT,M,SC,102108,LABOUR,NO,55,3,YES,4,RURAL,Y
15,GOVT,M,OBC,74743,LABOUR,NO,65,5,YES,4,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,NO,62,5,YES,4,RURAL,Y
18,PVT,F,SC,203479,LABOUR,NO,56,2,YES,10,URBAN,N
14,GOVT,M,OBC,59000,TEACHER,NO,55,5,YES,3,URBAN,Y
13,GOVT,M,OBC,77573,OTHERS,NO,61,4,YES,5,RURAL,Y
14,GOVT,M,OBC,64021,LABOUR,NO,58,3,NO,3,RURAL,Y
12,GOVT,M,ST,101097,TEACHER,NO,60,4,NO,10,RURAL,Y
16,GOVT,M,GEN,95790,LABOUR,NO,55,5,YES,3,RURAL,Y
17,GOVT,F,OBC,118542,TEACHER,YES,85,2,NO,3,RURAL,N
12,GOVT,M,GEN,119809,ACCOUNTANT,NO,59,1,YES,4,RURAL,N
13,GOVT,M,SC,62020,LABOUR,NO,60,5,YES,3,RURAL,Y
11,GOVT,M,GEN,63677,LABOUR,NO,59,2,YES,4,RURAL,Y
16,GOVT,F,SC,98423,LABOUR,NO,57,5,YES,4,URBAN,N
11,PVT,M,GEN,109536,OTHERS,NO,65,2,NO,4,RURAL,Y
18,PVT,F,GEN,289619,TEACHER,NO,83,2,NO,9,URBAN,N
18,PVT,F,GEN,122529,BUSINESS,YES,89,1,NO,11,RURAL,N
15,GOVT,M,OBC,93469,LABOUR,NO,60,3,YES,3,RURAL,Y
18,PVT,F,GEN,283340,BUSINESS,NO,88,1,NO,9,URBAN,N
16,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,8,URBAN,N
15,GOVT,F,OBC,101426,TEACHER,NO,60,3,NO,3,RURAL,Y
12,GOVT,M,SC,89506,LABOUR,NO,74,3,YES,4,RURAL,Y
18,PVT,F,GEN,207579,BUSINESS,NO,89,1,NO,10,URBAN,N
11,GOVT,M,GEN,107101,ACCOUNTANT,NO,63,3,YES,9,RURAL,Y
18,PVT,M,GEN,169102,TEACHER,YES,89,1,NO,10,URBAN,N
9,GOVT,M,GEN,66801,LABOUR,NO,59,4,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,11,URBAN,N
17,GOVT,M,GEN,156112,TEACHER,NO,77,1,NO,10,RURAL,N
12,GOVT,F,SC,87654,LABOUR,NO,60,3,YES,3,URBAN,N
18,PVT,F,GEN,93415,OTHERS,NO,86,1,NO,10,RURAL,N
17,PVT,F,GEN,300000,TEACHER,NO,87,2,NO,10,URBAN,N
18,GOVT,F,OBC,110523,LABOUR,NO,55,4,YES,6,RURAL,Y
18,PVT,F,GEN,143281,ACCOUNTANT,NO,85,2,NO,11,URBAN,N
12,GOVT,M,GEN,106804,BUSINESS,YES,66,1,YES,3,RURAL,Y
18,PVT,F,GEN,197401,ACCOUNTANT,YES,84,2,NO,7,URBAN,N
13,GOVT,M,GEN,93398,LABOUR,YES,71,4,NO,10,RURAL,Y
17,PVT,F,GEN,243366,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
18,GOVT,M,GEN,125601,BUSINESS,NO,58,3,YES,5,RURAL,Y
18,GOVT,M,SC,147101,ACCOUNTANT,NO,65,1,YES,11,RURAL,Y
17,PVT,F,OBC,227096,OTHERS,NO,84,1,NO,9,RURAL,Y
17,PVT,F,GEN,255522,FARMER,NO,66,1,NO,8,URBAN,N
14,GOVT,M,OBC,93104,FARMER,NO,74,2,NO,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,87,1,NO,9,URBAN,N
16,PVT,F,GEN,287534,BUSINESS,NO,79,2,NO,10,URBAN,N
11,GOVT,M,SC,59000,LABOUR,NO,55,3,YES,4,RURAL,Y
17,PVT,F,GEN,158238,OTHERS,YES,89,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,TEACHER,YES,86,3,NO,9,RURAL,N
12,GOVT,M,OBC,63911,LABOUR,NO,66,4,YES,4,RURAL,Y
16,GOVT,M,SC,132827,ACCOUNTANT,NO,66,2,YES,5,RURAL,Y
18,PVT,F,GEN,240966,BUSINESS,NO,89,1,NO,10,RURAL,N
14,GOVT,M,OBC,59000,LABOUR,NO,74,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,87,2,NO,8,RURAL,Y
13,GOVT,M,OBC,107773,FARMER,NO,59,4,YES,5,RURAL,Y
14,GOVT,M,OBC,94017,OTHERS,NO,78,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,83,4,NO,8,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,9,URBAN,N
17,GOVT,F,GEN,139789,TEACHER,NO,89,3,NO,8,URBAN,N
18,GOVT,F,GEN,73685,OTHERS,NO,64,1,YES,11,RURAL,Y
18,GOVT,M,GEN,118233,FARMER,NO,67,2,YES,11,RURAL,Y
12,GOVT,F,SC,89547,LABOUR,NO,60,3,YES,4,URBAN,N
18,PVT,F,GEN,300000,TEACHER,NO,87,2,NO,10,RURAL,N
18,PVT,F,GEN,132464,OTHERS,NO,87,1,NO,10,RURAL,N
10,GOVT,M,OBC,80914,LABOUR,NO,56,3,NO,4,RURAL,Y
18,PVT,F,GEN,232744,ACCOUNTANT,NO,89,1,NO,11,URBAN,N
14,GOVT,M,ST,59000,LABOUR,NO,72,1,NO,3,RURAL,N
13,GOVT,M,SC,103941,LABOUR,NO,63,5,YES,5,RURAL,Y
11,GOVT,M,ST,119716,TEACHER,YES,86,4,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,10,RURAL,N
17,PVT,M,GEN,135276,FARMER,NO,89,2,YES,10,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,10,URBAN,N
14,GOVT,M,SC,116536,LABOUR,NO,59,4,NO,3,RURAL,Y
13,PVT,M,SC,59000,LABOUR,NO,77,1,YES,3,RURAL,Y
16,PVT,F,GEN,183084,ACCOUNTANT,NO,88,1,NO,10,RURAL,N
15,GOVT,M,OBC,76079,ACCOUNTANT,NO,67,3,NO,3,RURAL,Y
18,GOVT,F,GEN,205855,LABOUR,NO,89,2,NO,9,URBAN,N
12,GOVT,F,SC,96504,LABOUR,NO,73,3,YES,3,URBAN,N
18,PVT,F,GEN,112709,OTHERS,NO,60,2,YES,10,RURAL,N
15,PVT,M,ST,61453,LABOUR,NO,74,5,YES,3,RURAL,Y
12,GOVT,M,SC,102587,TEACHER,NO,61,2,YES,4,RURAL,Y
18,GOVT,F,GEN,105950,FARMER,NO,68,1,NO,9,URBAN,Y
18,PVT,F,GEN,186416,ACCOUNTANT,YES,89,2,NO,8,URBAN,N
10,GOVT,M,SC,59000,OTHERS,NO,57,4,YES,3,RURAL,Y
17,GOVT,M,GEN,123119,TEACHER,YES,62,2,NO,5,URBAN,N
15,GOVT,F,ST,107664,BUSINESS,YES,74,3,YES,8,RURAL,Y
16,PVT,F,GEN,230368,TEACHER,YES,89,3,NO,8,URBAN,Y
17,PVT,F,GEN,153569,FARMER,NO,89,1,NO,10,RURAL,N
12,GOVT,M,OBC,102846,OTHERS,YES,77,2,NO,10,RURAL,N
11,GOVT,M,SC,59000,LABOUR,NO,67,4,YES,4,RURAL,Y
14,GOVT,F,SC,95063,LABOUR,NO,72,4,YES,3,URBAN,N
18,PVT,F,GEN,300000,OTHERS,YES,74,1,NO,9,URBAN,N
18,PVT,F,GEN,130481,TEACHER,NO,68,1,NO,10,RURAL,N
12,GOVT,M,ST,98941,LABOUR,YES,56,5,NO,3,URBAN,Y
18,PVT,F,GEN,239390,ACCOUNTANT,NO,86,1,NO,9,URBAN,N
13,GOVT,M,SC,66109,BUSINESS,NO,62,4,YES,5,RURAL,Y
17,PVT,F,GEN,88561,ACCOUNTANT,NO,76,1,NO,8,URBAN,N
18,PVT,F,GEN,286386,BUSINESS,NO,84,1,NO,9,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,2,YES,8,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,YES,81,2,NO,9,URBAN,N
18,PVT,F,ST,189246,ACCOUNTANT,YES,86,1,NO,9,URBAN,N
12,PVT,M,ST,81144,LABOUR,NO,55,5,NO,3,RURAL,Y
18,PVT,M,GEN,101362,OTHERS,NO,74,1,YES,10,RURAL,N
16,GOVT,M,GEN,172688,TEACHER,NO,64,1,NO,8,URBAN,N
16,GOVT,M,OBC,114587,TEACHER,YES,61,1,NO,11,RURAL,Y
12,GOVT,M,ST,114098,TEACHER,NO,59,1,NO,3,RURAL,Y
13,GOVT,F,SC,89426,LABOUR,YES,57,2,YES,10,URBAN,N
16,PVT,F,GEN,106925,OTHERS,NO,85,1,NO,11,RURAL,N
12,GOVT,M,SC,68494,TEACHER,NO,66,4,YES,3,URBAN,Y
12,GOVT,F,OBC,71039,LABOUR,NO,63,4,YES,4,RURAL,Y
18,GOVT,M,ST,113633,FARMER,NO,72,1,YES,11,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,YES,82,1,NO,10,URBAN,N
9,GOVT,M,GEN,156451,LABOUR,YES,84,3,NO,10,URBAN,Y
18,PVT,F,GEN,204382,ACCOUNTANT,NO,84,2,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,PVT,F,GEN,292517,BUSINESS,YES,86,1,NO,9,URBAN,Y
17,PVT,F,GEN,192633,ACCOUNTANT,YES,88,2,NO,8,URBAN,N
12,GOVT,M,SC,66200,FARMER,NO,62,5,YES,3,RURAL,Y
15,PVT,F,GEN,202944,OTHERS,NO,88,2,NO,9,URBAN,N
17,PVT,F,GEN,205201,BUSINESS,YES,89,1,NO,7,URBAN,N
15,GOVT,F,GEN,114623,OTHERS,NO,64,2,YES,4,RURAL,Y
13,GOVT,M,OBC,132937,LABOUR,NO,64,3,YES,3,RURAL,Y
18,GOVT,F,SC,96542,OTHERS,NO,73,2,YES,3,URBAN,N
14,PVT,M,OBC,104896,LABOUR,NO,56,3,YES,5,RURAL,Y
17,PVT,F,GEN,202415,ACCOUNTANT,NO,86,2,NO,9,RURAL,N
